movie,year,indications,win
Pear Cider and Cigarettes,2017.0,1,0
Pearl,2017.0,1,0
Pennies from Heaven,1937.0,1,0
Penny Serenade,1942.0,1,0
Penny Wisdom,1938.0,1,1
Pentecost,2012.0,1,0
People Soup,1970.0,1,0
Papillon,1974.0,1,0
Papa's Delicate Condition,1964.0,1,1
Open Doors,1991.0,1,0
Our Time Is Up,2006.0,1,0
Open Heart,2013.0,1,0
Operation Blue Jay,1954.0,1,0
Operation Homecoming: Writing the Wartime Experience,2008.0,1,0
Operation Petticoat,1960.0,1,0
Operation Thunderbolt,1978.0,1,0
Operation Vittles,1949.0,1,0
Operator 13,1935.0,1,0
Orchestra Wives,1943.0,1,0
Oscar and Lucinda,1998.0,1,0
Otello,1987.0,1,0
Other Voices,1969.0,1,0
Our Curse,2015.0,1,0
Our Very Own,1951.0,1,0
Pan,1963.0,1,0
Outland,1982.0,1,0
Outside the Law (Hors-la-loi),2011.0,1,0
Ouverture,1966.0,1,0
"Over There, 1914-18",1965.0,1,0
Overnight Sensation,1984.0,1,0
Overture,1959.0,1,0
Pacific Liner,1939.0,1,0
Paddle to the Sea,1968.0,1,0
Paint Your Wagon,1970.0,1,0
Paisan,1950.0,1,0
Paix Sur Les Champs,1971.0,1,0
Panic in the Streets,1951.0,1,1
Norman Rockwell's World...An American Dream,1973.0,1,1
None Shall Escape,1945.0,1,0
Hellzapoppin',1943.0,1,0
Mulholland Drive,2002.0,1,0
Mr. & Mrs. Bridge,1991.0,1,0
Mr. Blabbermouth!,1943.0,1,0
Mr. Dodd Takes the Air,1938.0,1,0
Mr. Gardenia Jones,1943.0,1,0
Mr. Holland's Opus,1996.0,1,0
Mr. Hublot,2014.0,1,1
Mr. Hulot's Holiday,1956.0,1,0
Mr. Saturday Night,1993.0,1,0
Mrs. Doubtfire,1994.0,1,1
Mt. Head,2003.0,1,0
Muddy River,1982.0,1,0
Mulan,1999.0,1,0
Munro,1961.0,1,1
Mouse and Garden,1961.0,1,0
Mural on Our Street,1966.0,1,0
Murder on a Sunday Morning,2002.0,1,1
"Murder, Inc.",1961.0,1,0
Murderball,2006.0,1,0
Murmur of the Heart,1973.0,1,0
Music Box,1990.0,1,0
Music by Prudence,2010.0,1,1
Music for Millions,1946.0,1,0
Music for the Movies: Bernard Herrmann,1993.0,1,0
Music in Manhattan,1945.0,1,0
Music in My Heart,1941.0,1,0
Mustang,2016.0,1,0
Movie Pests,1945.0,1,0
Mouse Wreckers,1949.0,1,0
My Beautiful Laundrette,1987.0,1,0
Moonraker,1980.0,1,0
Mona Lisa,1987.0,1,0
Mondays at Racine,2013.0,1,0
Mondo Cane,1964.0,1,0
Mongol,2008.0,1,0
Monsieur Lazhar,2012.0,1,0
Monsieur Pointu,1976.0,1,0
Monsieur Verdoux,1948.0,1,0
Monster House,2007.0,1,0
Monster,2004.0,1,1
Monument to the Dream,1968.0,1,0
Moon Rockets,1948.0,1,0
Moonbird,1960.0,1,1
Moonrise Kingdom,2013.0,1,0
Mouse Trouble,1945.0,1,1
Moonrise,1949.0,1,0
Moontide,1943.0,1,0
More about Nostradamus,1941.0,1,0
More,1999.0,1,0
Morning Glory,1934.0,1,1
Moscow Does Not Believe in Tears,1981.0,1,1
Moscow Moods,1937.0,1,0
Moscow Strikes Back,1943.0,1,1
Most (The Bridge),2004.0,1,0
Mother Goose Goes Hollywood,1939.0,1,0
Mother India,1958.0,1,0
Mother Is a Freshman,1950.0,1,0
My Architect,2004.0,1,0
My Best Friend's Wedding,1998.0,1,0
Nocturnal Animals,2017.0,1,0
Nightcrawler,2015.0,1,0
Nature's Half Acre,1952.0,1,1
Nelly's Folly,1962.0,1,0
Nell,1995.0,1,0
Neptune's Daughter,1950.0,1,1
Never Cry Wolf,1984.0,1,0
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1996.0,1,0
New Americans,1945.0,1,0
New Boy,2009.0,1,0
Nibbles,2004.0,1,0
Night People,1955.0,1,0
Night Train,1942.0,1,0
Night and Day,1947.0,1,0
Nightlife,1977.0,1,0
Naked Yoga,1975.0,1,0
Nights and Days,1977.0,1,0
Nine Lives,1958.0,1,0
Nine from Little Rock,1965.0,1,1
Nine to Five,1981.0,1,0
No End in Sight,2008.0,1,0
No Hunting,1956.0,1,0
No Man's Land,2002.0,1,1
No Sad Songs for Me,1951.0,1,0
No Time for Love,1945.0,1,0
No Time for Nuts,2007.0,1,0
No Way Out,1951.0,1,0
Noah's Ark,1960.0,1,0
Napoleon and Samantha,1973.0,1,0
Nails,1980.0,1,0
My Big Fat Greek Wedding,2003.0,1,0
My Love (Moya Lyubov),2008.0,1,0
My Boy Johnny,1945.0,1,0
My Brilliant Career,1981.0,1,0
My Country 'Tis of Thee,1951.0,1,0
"My Country, My Country",2007.0,1,0
My Cousin Vinny,1993.0,1,1
My Dearest Señorita,1973.0,1,0
"My Family, Mi Familia",1996.0,1,0
My Favorite Year,1983.0,1,0
My Financial Career,1964.0,1,0
My Geisha,1963.0,1,0
My Grandmother Ironed the King's Shirts,2000.0,1,0
My Life as a Zucchini,2017.0,1,0
My Mother Dreams the Satan's Disciples in New York,2000.0,1,1
Na Wewe,2011.0,1,0
My Night at Maud's,1970.0,1,0
My Night at Maud's,1971.0,1,0
My Sister Eileen,1943.0,1,0
My Son John,1953.0,1,0
"My Son, My Son!",1941.0,1,0
My Sweet Little Village,1987.0,1,0
My Uncle,1959.0,1,1
My Wild Irish Rose,1948.0,1,0
Mysteries of the Deep,1960.0,1,0
Mysterious Castles of Clay,1979.0,1,0
Mystery Street,1951.0,1,0
Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),2008.0,1,0
People of the Wind,1977.0,1,0
Period of Adjustment,1963.0,1,0
Perri,1958.0,1,0
Sadie Thompson,1929.0,1,0
Rooftops of New York,1962.0,1,0
Room on the Broom,2014.0,1,0
Roommates,1996.0,1,0
Rooty Toot Toot,1952.0,1,0
Rose Kennedy: A Life to Remember,1991.0,1,0
Royal Scotland,1953.0,1,0
Royal Wedding,1952.0,1,0
Rugged Bear,1954.0,1,0
Ruggles of Red Gap,1936.0,1,0
Runaway Brain,1996.0,1,0
Russian Soil,1942.0,1,0
Ryan,2005.0,1,1
Sagebrush and Silver,1942.0,1,0
Romance of Transportation,1953.0,1,0
Saint Matthew Passion,1967.0,1,0
Salaam Bombay!,1989.0,1,0
Salim Baba,2008.0,1,0
Sallah,1965.0,1,0
Sally,1931.0,1,0
Salty O'Rourke,1946.0,1,0
Salt,2011.0,1,0
Samba-Mania,1949.0,1,0
Samoa,1957.0,1,0
Sam,1987.0,1,0
Sandakan No. 8,1976.0,1,0
Sandy Claws,1955.0,1,0
Romancing the Stone,1985.0,1,0
Romance of Radium,1938.0,1,0
Sanjay's Super Team,2016.0,1,0
Rip Van Winkle,1979.0,1,0
Revanche,2009.0,1,0
Rhapsody in Rivets,1942.0,1,0
Rhythm in the Ranks,1942.0,1,0
Rhythm on the River,1941.0,1,0
"Rich, Young and Pretty",1952.0,1,0
Richard III,1957.0,1,0
Ride the Pink Horse,1948.0,1,0
Ridicule,1997.0,1,0
Ridin' on a Rainbow,1942.0,1,0
Ridin' the Rails,1952.0,1,0
Riding High,1944.0,1,0
Rio,2012.0,1,0
Rippling Romance,1946.0,1,0
Roller Derby Girl,1950.0,1,0
Rise of the Planet of the Apes,2012.0,1,0
Road to Rio,1948.0,1,0
Road to Utopia,1947.0,1,0
Rob Roy,1996.0,1,0
Robert Frost: A Lover's Quarrel with the World,1964.0,1,1
Robert Kennedy Remembered,1969.0,1,1
Roberta,1936.0,1,0
Robin Hood: Prince of Thieves,1992.0,1,0
Robin Hoodlum,1949.0,1,0
Robin Hood,1974.0,1,0
Rocky III,1983.0,1,0
Rogue Cop,1955.0,1,0
Sand,1950.0,1,0
Saraband,1950.0,1,0
Persepolis,2008.0,1,0
Seven Days to Noon,1952.0,1,1
Seeds of Destiny,1947.0,1,1
Seeing Hands,1944.0,1,0
Seeing Red,1984.0,1,0
Self Defense--For Cowards,1963.0,1,0
Selling Out,1973.0,1,0
Sensations of 1945,1945.0,1,0
Senzeni Na? (What Have We Done?),1991.0,1,0
Seraglio,2001.0,1,0
Serengeti Shall Not Die,1960.0,1,1
Servant of a Nation,1944.0,1,0
Service with the Colors,1941.0,1,0
Session Man,1992.0,1,1
Seven Thieves,1961.0,1,0
See What I Say,1982.0,1,0
Seven,1996.0,1,0
Sewing Woman,1984.0,1,0
Sexy Beast,2002.0,1,0
Shadow of a Doubt,1944.0,1,0
Shall We Dance,1938.0,1,0
Shanghai Triad,1996.0,1,0
Shanks,1975.0,1,0
Shark Tale,2005.0,1,0
Shaun the Sheep Movie,2016.0,1,0
She Done Him Wrong,1934.0,1,0
She Loves Me Not,1935.0,1,0
She Married a Cop,1940.0,1,0
See You at the Pillar,1968.0,1,0
Secrets of the Heart,1998.0,1,0
Sarah and Son,1931.0,1,0
Scratch-As-Catch-Can,1933.0,1,0
Saratoga Trunk,1947.0,1,0
Sari's Mother,2008.0,1,0
Saturday Night Fever,1978.0,1,0
Saving Face,2012.0,1,1
Saving Mr. Banks,2014.0,1,0
Say Goodbye,1971.0,1,0
Say One for Me,1960.0,1,0
Scared Straight!,1979.0,1,1
School in the Mailbox,1948.0,1,0
School of Assassins,1995.0,1,0
Schtonk!,1993.0,1,0
Scottsboro: An American Tragedy,2001.0,1,0
Screen Play,1993.0,1,0
Secret Command,1945.0,1,0
Screen Snapshots' 25th Anniversary,1946.0,1,0
Screen Snapshots' 50th Anniversary of Motion Pictures,1945.0,1,0
Screen Souvenirs,1933.0,1,0
Scrooged,1989.0,1,0
Seal Island,1949.0,1,1
Seance on a Wet Afternoon,1965.0,1,0
Searching for Bobby Fischer,1994.0,1,0
Searching for Sugar Man,2013.0,1,1
Seawards the Great Ships,1962.0,1,1
Second Class Mail,1986.0,1,0
Second Fiddle,1940.0,1,0
Seconds,1967.0,1,0
Reunion in Vienna,1934.0,1,0
Return to Oz,1986.0,1,0
Return to Glennascaul,1954.0,1,0
Pretty Woman,1991.0,1,0
Portrait of Imogen,1989.0,1,0
Portugal,1958.0,1,0
Poseidon,2007.0,1,0
Possessed,1948.0,1,0
Possessions,2014.0,1,0
Poster Girl,2011.0,1,0
Precious Images,1987.0,1,1
Predator,1988.0,1,0
Prelude to War,1943.0,1,1
Prelude,1969.0,1,0
Presto,2009.0,1,0
Pretty Baby,1979.0,1,0
Pride and Prejudice,1941.0,1,1
Portia on Trial,1938.0,1,0
Pride of the Marines,1946.0,1,0
Primal Fear,1997.0,1,0
Primrose Path,1941.0,1,0
Prince of the City,1982.0,1,0
Princess O'Rourke,1944.0,1,1
Princeton: A Search for Answers,1974.0,1,1
Prison Terminal: The Last Days of Private Jack Hall,2014.0,1,0
Prisoner of Paradise,2003.0,1,0
Prisoner of the Mountains,1997.0,1,0
Prisoners,2014.0,1,0
Private Life,1983.0,1,0
Private Smith of the U.S.A.,1943.0,1,0
Portrait of Chieko,1968.0,1,0
Popular Science J-7-1,1938.0,1,0
Return of the Seven,1967.0,1,0
Pigskin Parade,1937.0,1,0
Pete Kelly's Blues,1956.0,1,0
Peter & the Wolf,2008.0,1,1
Peter Ibbetson,1936.0,1,0
Phaedra,1963.0,1,0
Phantom of the Paradise,1975.0,1,0
Pharaoh,1967.0,1,0
Pianissimo,1964.0,1,0
Pickup on South Street,1954.0,1,0
Pieces of April,2004.0,1,0
Pieces of Dreams,1971.0,1,0
Pigs Is Pigs,1955.0,1,0
Pigs in a Polka,1943.0,1,0
Pina,2012.0,1,0
Popular Science J-6-2,1937.0,1,0
Pink and Blue Blues,1953.0,1,0
Piper,2017.0,1,1
Pirates,1987.0,1,0
Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),2014.0,1,0
Placido,1962.0,1,0
Plan for Destruction,1944.0,1,0
Planet Ocean,1975.0,1,0
Pluto's Blue Note,1948.0,1,0
Plymouth Adventure,1953.0,1,1
Poetic Justice,1994.0,1,0
Point of View,1966.0,1,0
Poltergeist II: The Other Side,1987.0,1,0
Private Worlds,1936.0,1,0
Probes in Space,1976.0,1,0
Project Hope,1962.0,1,1
Red Garters,1955.0,1,0
Raoni,1979.0,1,0
Rashomon,1953.0,1,0
Rasputin and the Empress,1934.0,1,0
Raven's End,1965.0,1,0
Ray's Male Heterosexual Dance Hall,1988.0,1,1
"Ready, Willing and Able",1938.0,1,0
Real Steel,2012.0,1,0
Reason and Emotion,1944.0,1,0
Rebel in Paradise,1961.0,1,0
"Reci, Reci, Reci... (Words, Words, Words)",1993.0,1,0
Recollections of Pavlovsk,1985.0,1,0
Recycled Life,2007.0,1,0
Red Grooms: Sunflower in a Hothouse,1987.0,1,0
Prologue,2016.0,1,0
Redemption,2013.0,1,0
Redux Riding Hood,1998.0,1,0
Regret to Inform,1999.0,1,0
Rehearsing a Dream,2007.0,1,0
Rejected,2001.0,1,0
Rembrandt: A Self-Portrait,1955.0,1,0
Remember Me,1980.0,1,0
Remo Williams: The Adventure Begins,1986.0,1,0
Report from the Aleutians,1944.0,1,0
Requiem for a Dream,2001.0,1,0
Resisting Enemy Interrogation,1945.0,1,0
Restrepo,2011.0,1,0
Rango,2012.0,1,1
Rambo: First Blood Part II,1986.0,1,0
Raju,2012.0,1,0
Raise the Red Lantern,1992.0,1,0
Prometheus,2013.0,1,0
Promises to Keep,1989.0,1,0
Promises,2002.0,1,0
Prophet without Honor,1940.0,1,0
Psychiatric Nursing,1959.0,1,0
Pulcinella,1974.0,1,0
Purple Rain,1985.0,1,1
Puss Gets the Boot,1941.0,1,0
Puss in Boots,2012.0,1,0
Qivitoq,1957.0,1,0
Quality Street,1938.0,1,0
Queen Margot,1995.0,1,0
Quest for Camelot,1999.0,1,0
Quest for Fire,1983.0,1,1
Quest,1997.0,1,1
Quicker 'N a Wink,1941.0,1,1
Quiero Ser (I want to be...),2001.0,1,1
Quiet Please!,1946.0,1,1
Rabbit Hole,2011.0,1,0
Rabbit à la Berlin,2010.0,1,0
Rachel Getting Married,2009.0,1,0
Racing Extinction,2016.0,1,0
Radio Bikini,1988.0,1,0
Raffles,1931.0,1,0
Rainbow War,1986.0,1,0
Mona Lisa Descending a Staircase,1993.0,1,1
Mon Oncle D'Amerique,1981.0,1,0
Molly's Pilgrim,1986.0,1,1
Jammin' the Blues,1945.0,1,0
It's Tough to Be a Bird,1970.0,1,1
It's a Great Feeling,1950.0,1,0
It's the Same World,1981.0,1,0
Jack Johnson,1971.0,1,0
Jack London,1945.0,1,0
Jackass Presents: Bad Grandpa,2014.0,1,0
Jackie Brown,1998.0,1,0
"Jacob, the Liar",1977.0,1,0
Jacqueline Susann's Once Is Not Enough,1976.0,1,0
Jacques-Yves Cousteau's World without Sun,1965.0,1,1
Jagged Edge,1986.0,1,0
James and the Giant Peach,1997.0,1,0
Jane Eyre,2012.0,1,0
It's Got Me Again,1933.0,1,0
Janie,1945.0,1,0
Jasper and the Beanstalk,1946.0,1,0
Jenny Is a Good Thing,1970.0,1,0
Jerry's Cousin,1951.0,1,0
Jesus Camp,2007.0,1,0
Jesus Christ Superstar,1974.0,1,0
Jesus of Montreal,1990.0,1,0
Jim Dine: A Self-Portrait on the Walls,1996.0,1,0
Jim: The James Foley Story,2017.0,1,0
Jimmy Neutron: Boy Genius,2002.0,1,0
Jimmy the C,1978.0,1,0
Joan of Paris,1943.0,1,0
It's So Nice to Have a Wolf around the House,1980.0,1,0
It's Good to Talk,1998.0,1,0
Job's Revolt,1984.0,1,0
Irene,1941.0,1,0
Inocente,2013.0,1,1
Inside Fighting China,1943.0,1,0
Inside Job,2011.0,1,1
Inside Moves,1981.0,1,0
Instead of Abracadabra,2010.0,1,0
Interviews with My Lai Veterans,1971.0,1,1
Into the Arms of Strangers: Stories of the Kindertransport,2001.0,1,1
Investigation of a Citizen above Suspicion,1971.0,1,1
Investigation of a Citizen above Suspicion,1972.0,1,0
Invisible Agent,1943.0,1,0
Iphigenia,1978.0,1,0
Iraq in Fragments,2007.0,1,0
Irish Eyes Are Smiling,1945.0,1,0
It's Everybody's War,1943.0,1,0
Iron Man 2,2011.0,1,0
Iron Man 3,2014.0,1,0
Is It Always Right to Be Right?,1971.0,1,1
Isaac in America: A Journey with Isaac Bashevis Singer,1987.0,1,0
Isadora,1969.0,1,0
Islands in the Stream,1978.0,1,0
Islands of the Sea,1961.0,1,0
It Happened on Fifth Avenue,1948.0,1,0
It Happens Every Spring,1950.0,1,0
It Should Happen to You,1955.0,1,0
It Started in Naples,1961.0,1,0
It Started with Eve,1943.0,1,0
Joanna,2015.0,1,0
Joe's Violin,2017.0,1,0
Mohammad - Messenger of God,1978.0,1,0
Khartoum,1967.0,1,0
Kapo,1961.0,1,0
Karama Has No Walls,2014.0,1,0
Karl Hess: Toward Liberty,1981.0,1,1
Kate & Leopold,2002.0,1,0
Katyn,2008.0,1,0
Kavi,2010.0,1,0
Keats and His Nightingale: A Blind Date,1986.0,1,0
Keeper of Promises (The Given Word),1963.0,1,0
Kenji Comes Home,1950.0,1,0
Kenojuak,1965.0,1,0
Kentucky,1939.0,1,1
Key Largo,1949.0,1,1
Khovanshchina,1962.0,1,0
Kama Sutra Rides Again,1973.0,1,0
Kick Me,1976.0,1,0
Kill or Be Killed,1944.0,1,0
Killing Joe,2000.0,1,0
Killing in the Name,2011.0,1,0
Kind Lady,1952.0,1,0
King Gimp,2000.0,1,1
King of Burlesque,1936.0,1,0
King of Jazz,1931.0,1,1
King of the Zombies,1942.0,1,0
King: A Filmed Record...Montgomery to Memphis,1971.0,1,0
Kings Point,2013.0,1,0
Kings of the Turf,1942.0,1,0
Kangaroo Court,1995.0,1,0
Kahl,1962.0,1,0
Joe,1971.0,1,0
Journey into Self,1969.0,1,1
Johann Mouse,1953.0,1,1
John Henry and the Inky Poo,1947.0,1,0
John Muir's High Sierra,1975.0,1,0
Johnny Come Lately,1944.0,1,0
Johnny Doughboy,1943.0,1,0
Johnny Eager,1943.0,1,1
Johnny Flynton,2003.0,1,0
Jolly Little Elves,1935.0,1,0
Jolly Roger,1999.0,1,0
Journey for Survival,1982.0,1,0
Journey into Life: The World of the Unborn,1991.0,1,0
Journey into Medicine,1948.0,1,0
Journey of Hope,1991.0,1,1
K-Z,1973.0,1,0
Journey to the Outer Limits,1974.0,1,0
Joy of Living,1954.0,1,0
Joyeux Noël,2006.0,1,0
Joy,2016.0,1,0
Ju Dou,1991.0,1,0
Juke Box Jamboree,1943.0,1,0
Julie & Julia,2010.0,1,0
Junebug,2006.0,1,0
Junior,1995.0,1,0
Just Another Missing Kid,1983.0,1,1
Just Imagine,1932.0,1,0
Just for You,1953.0,1,0
Innerspace,1988.0,1,1
Inja (Dog),2003.0,1,0
Information Please,1940.0,1,0
Home in Indiana,1945.0,1,0
Hitler Lives?,1946.0,1,1
Hitting a New High,1938.0,1,0
Hoa-Binh,1971.0,1,0
Holiday Land,1935.0,1,0
Holiday Romance,1999.0,1,0
Holiday,1939.0,1,0
Hollow Man,2001.0,1,0
Hollywood Revue,1930.0,1,0
Hollywood in Uniform,1944.0,1,0
Hollywood on Trial,1977.0,1,0
Holy Matrimony,1944.0,1,0
Homage to Chagall--The Colours of Love,1978.0,1,0
Home-Made Car,1964.0,1,0
Hitchcock,2013.0,1,0
Honeysuckle Rose,1981.0,1,0
Hoop Dreams,1995.0,1,0
Hooper,1979.0,1,0
Hot Millions,1969.0,1,0
Hotel Terminus: The Life and Times of Klaus Barbie,1989.0,1,1
House of Flying Daggers,2005.0,1,0
House on Telegraph Hill,1952.0,1,0
How War Came,1942.0,1,0
How to Avoid Friendship,1965.0,1,0
How to Marry a Millionaire,1954.0,1,0
How to Play Football,1945.0,1,0
How to Sleep,1936.0,1,1
Hitchhike to Happiness,1946.0,1,0
History of the World in Three Minutes Flat,1981.0,1,0
Indiscretion of an American Wife,1955.0,1,0
Hers to Hold,1944.0,1,0
Helmer & Son,2007.0,1,0
Help! My Snowman's Burning Down,1965.0,1,0
Henry & June,1991.0,1,0
"Henry Browne, Farmer",1943.0,1,0
Henry,2013.0,1,0
Herb Alpert and the Tijuana Brass Double Feature,1967.0,1,1
Hercules,1998.0,1,0
Here Come the Waves,1946.0,1,0
Here Comes the Navy,1935.0,1,0
Hereafter,2011.0,1,0
Hero,2003.0,1,0
Herring Hunt,1954.0,1,0
Hester Street,1976.0,1,0
Hiss and Yell,1947.0,1,0
Heureux Anniversaire (Happy Anniversary),1963.0,1,1
Hi Diddle Diddle,1944.0,1,0
Hiawatha's Rabbit Hunt,1942.0,1,0
Hide-Out,1935.0,1,0
High Grass Circus,1978.0,1,0
High Note,1961.0,1,0
High Schools,1985.0,1,0
High Stakes in the East,1943.0,1,0
High Time,1961.0,1,0
High over the Borders,1943.0,1,0
"Hiroshima, Mon Amour",1961.0,1,0
His Butler's Sister,1945.0,1,0
How to Survive a Plague,2013.0,1,0
How to Train Your Dragon 2,2015.0,1,0
Howl's Moving Castle,2006.0,1,0
In Old Arizona;,1930.0,1,0
Ice-Capades,1942.0,1,0
If You Love This Planet,1983.0,1,1
If a Tree Falls: A Story of the Earth Liberation Front,2012.0,1,0
Il Divo,2010.0,1,0
Il Supplente (The Substitute),2008.0,1,0
Imagination,1944.0,1,0
Immortal Love,1962.0,1,0
In & Out,1998.0,1,0
In Beaver Valley,1951.0,1,1
In Bruges,2009.0,1,0
In Darkness,2012.0,1,0
In Harm's Way,1966.0,1,0
In Our Water,1983.0,1,0
Humdrum,2000.0,1,0
In a Better World,2011.0,1,1
In the Loop,2010.0,1,0
In the Name of the People,1985.0,1,0
In the Nuclear Shadow: What Can the Children Tell Us?,1984.0,1,0
In the Region of Ice,1977.0,1,1
In the Shadow of the Stars,1992.0,1,1
In the Valley of Elah,2008.0,1,0
In the Wee Wee Hours...,1988.0,1,0
In the Year of the Pig,1970.0,1,0
Incendiary Blonde,1946.0,1,0
Incendies,2011.0,1,0
Incident in New Baghdad,2012.0,1,0
Ice Castles,1980.0,1,0
Ice Age,2003.0,1,0
Icarus Montgolfier Wright,1963.0,1,0
"I, Robot",2005.0,1,0
Humoresque,1947.0,1,0
Hundertwasser's Rainy Day,1973.0,1,0
Hungarians,1979.0,1,0
Hunger,1975.0,1,0
Hunky and Spunky,1939.0,1,0
Hypothese Beta,1968.0,1,0
I Am Love,2011.0,1,0
I Am Not Your Negro,2017.0,1,0
I Am Sam,2002.0,1,0
I Am a Promise: The Children of Stanton Elementary School,1994.0,1,1
I Dream Too Much,1936.0,1,0
I Even Met Happy Gypsies,1968.0,1,0
I Love You Rosa,1973.0,1,0
I Married a Witch,1943.0,1,0
I Met the Walrus,2008.0,1,0
I Never Forget a Face,1957.0,1,0
I Never Promised You a Rose Garden,1978.0,1,0
I Want You,1952.0,1,0
I Wanted Wings,1942.0,1,1
I Was a Communist for the F.B.I.,1952.0,1,0
I Won't Play,1945.0,1,1
I'll Find a Way,1978.0,1,1
I'll Get By,1951.0,1,0
I'll Wait for the Next One... (J'Attendrai Le Suivant...),2003.0,1,0
I'm Not There,2008.0,1,0
Kinsey,2005.0,1,0
Kiss Me Kate,1954.0,1,0
Kisses for My President,1965.0,1,0
Man on Wire,2009.0,1,1
Major and Minor Miracles,2000.0,1,0
Make a Wish,1938.0,1,0
Making Overtures--The Story of a Community Orchestra,1986.0,1,0
Making Waves,1988.0,1,0
Malcolm X,1973.0,1,0
Maleficent,2015.0,1,0
Mama Turns a Hundred,1980.0,1,0
Man Alive!,1953.0,1,0
Man in Space,1957.0,1,0
Man of Iron,1982.0,1,0
Man of La Mancha,1973.0,1,0
Man of a Thousand Faces,1958.0,1,0
Mandela: Long Walk to Freedom,2014.0,1,0
Main Street Today,1945.0,1,0
Mandela,1997.0,1,0
Mandragola,1967.0,1,0
Mandy's Grandmother,1979.0,1,0
Manhattan Melodrama,1935.0,1,1
Manhattan Merry-Go-Round,1938.0,1,0
Manipulation,1992.0,1,1
Mannequin,1939.0,1,0
Mannequin,1988.0,1,0
Manon on the Asphalt,2009.0,1,0
Manson,1973.0,1,0
Marathon Man,1977.0,1,0
March of the Penguins,2006.0,1,1
Main Street on the March!,1942.0,1,1
Mahogany,1976.0,1,0
Mardi Gras,1959.0,1,0
Ludwig,1974.0,1,0
Longtime Companion,1991.0,1,0
Look for the Silver Lining,1950.0,1,0
Lorenzo,2005.0,1,0
Los Tarantos,1964.0,1,0
Louisa,1951.0,1,0
Louisiana Story,1949.0,1,0
Love Field,1993.0,1,0
Love Me Forever,1936.0,1,0
Love Struck,1987.0,1,0
Lover Come Back,1962.0,1,0
Loves of a Blonde,1967.0,1,0
Loving,2017.0,1,0
Luther Metke at 94,1981.0,1,0
Magnificent Obsession,1955.0,1,0
Luxo Jr.,1987.0,1,0
Lydia,1942.0,1,0
Macario,1961.0,1,0
"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",2011.0,1,0
Madame Bovary,1950.0,1,0
Madame Bovary,1992.0,1,0
Madame Rosa,1978.0,1,1
Madame Tutli-Putli,2008.0,1,0
Madeline,1953.0,1,0
Madron,1971.0,1,0
Maestro,2007.0,1,0
"Maggie Simpson in ""The Longest Daycare""",2013.0,1,0
Mardi Gras,1944.0,1,0
Margin Call,2012.0,1,0
Kitty,1947.0,1,0
Mike's New Car,2003.0,1,0
Meteor,1980.0,1,0
Metropolitan,1991.0,1,0
Mexicali Shmoes,1960.0,1,0
Mickey and the Seal,1949.0,1,0
Mickey's Christmas Carol,1984.0,1,0
Mickey's Orphans,1933.0,1,0
Midnight Lace,1961.0,1,0
Mighty Joe Young,1950.0,1,1
Mighty Joe Young,1999.0,1,0
Mighty Mouse in Gypsy Life,1946.0,1,0
Mighty Times: The Children's March,2005.0,1,1
Mighty Times: The Legacy of Rosa Parks,2003.0,1,0
Million Dollar Mermaid,1953.0,1,0
Mephisto,1982.0,1,1
Millions of Years Ahead of Man,1976.0,1,0
Min and Bill,1932.0,1,1
Minority Report,2003.0,1,0
Miracle Fish,2010.0,1,0
Miracle of Fatima,1953.0,1,0
Mirror Mirror,2013.0,1,0
Misery,1991.0,1,1
Miss Sadie Thompson,1954.0,1,0
Mission to Moscow,1944.0,1,0
Mister 880,1951.0,1,0
Mister Magoo's Puddle Jumper,1957.0,1,1
Mister Mugg,1934.0,1,0
Mercy Island,1942.0,1,0
Menu,1934.0,1,0
Maria Full of Grace,2005.0,1,0
Mask,1986.0,1,1
Marie Antoinette,2007.0,1,1
Marie-Louise,1946.0,1,1
Marines in the Making,1943.0,1,0
Marjoe,1973.0,1,1
Marjorie Morningstar,1959.0,1,0
Marlene,1985.0,1,0
Marriage Italian Style,1965.0,1,0
Marriage Italian Style,1966.0,1,0
Married to the Mob,1989.0,1,0
Marvel's The Avengers,2013.0,1,0
Marvin's Room,1997.0,1,0
Mary Shelley's Frankenstein,1995.0,1,0
Match Point,2006.0,1,0
Men in Black,1935.0,1,0
Matewan,1988.0,1,0
Maurice,1988.0,1,0
Maverick,1995.0,1,0
Maya Lin: A Strong Clear Vision,1995.0,1,1
McCabe & Mrs. Miller,1972.0,1,0
Me and My Moulton,2015.0,1,0
Mediterraneo,1992.0,1,1
Meet John Doe,1942.0,1,0
Meet Me in Las Vegas,1957.0,1,0
Meet the Parents,2001.0,1,0
Memorial: Letters from American Soldiers,1992.0,1,0
Men against the Arctic,1956.0,1,1
Long Night's Journey into Day,2001.0,1,0
Long Day's Journey into Night,1963.0,1,0
Lonelyhearts,1959.0,1,0
Land of Mine,2017.0,1,0
La Venganza,1959.0,1,0
La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1998.0,1,0
La Vérité,1961.0,1,0
LaLee's Kin: The Legacy of Cotton,2002.0,1,0
"Lacombe, Lucien",1975.0,1,0
Lady Be Good,1942.0,1,1
Lady and Gent,1933.0,1,0
